SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Employment status (official)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Employment status (official)","Employed","Unemployed","Discouraged work-seeker","Not economically active","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"10206009: Ward 9",5667.742705,1224.685944,31.49777,6827.603387,3.288,7464.400997,21219.218803,
"10206010: Ward 10",1698.765291,1667.879733,217.13543,5483.058653,3.288,4880.268554,13950.395661,
"10206011: Ward 11",7056.670068,183.673722,3.92466,2840.527771,7.672,5450.193225,15542.661446,
"10206012: Ward 12",10625.754658,666.206941,51.41912,6046.859637,2.192,9307.80458,26700.236936,
"10301001: Ward 1",7896.820097,1759.284945,153.68878,4668.35264,2.192,7409.565156,21889.903618,
"10301002: Ward 2",5971.106573,1553.187647,192.09813,5656.386268,0,7395.602821,20768.381439,
"10301003: Ward 3",9313.919144,1712.138269,260.72083,6335.880564,2.192,8190.100532,25814.951339,
"10301004: Ward 4",8155.630732,399.238625,81.04527,4375.377737,8.768,6036.511551,19056.571915,
"10301005: Ward 5",11924.308782,1103.801544,85.00948,6709.619241,0,10274.896825,30097.635872,
"10301006: Ward 6",6967.628616,1877.097378,112.18775,3540.958064,3.288,5574.786821,18075.946629,
"10301007: Ward 7",8689.001566,1268.945315,141.35618,4735.024521,3.288,6554.548264,21392.163846,
"10301008: Ward 8",4579.80125,1801.245468,93.96732,3460.58067,0,4428.667612,14364.26232,
"10301009: Ward 9",11224.147232,277.881279,103.14571,3167.42229,0,6270.33117,21042.927681,
"10301010: Ward 10",11266.162848,451.864685,36.56854,4083.68937,6.576,6895.276223,22740.137666,
"10301011: Ward 11",4473.384057,2020.993713,220.26719,3835.991013,2.192,4531.343825,15084.171798,
"10301012: Ward 12",5618.150646,1233.926896,106.84284,4460.31505,0,5796.720434,17215.955866,
"10301013: Ward 13",9340.744261,2553.441328,381.04235,7533.719331,5.48,9290.873792,29105.301062,
"10302001: Ward 1",3659.156727,2013.019777,65.53636,2345.432398,1.096,3383.949436,11468.190698,
"10302002: Ward 2",4784.743196,685.283457,32.61537,4766.387995,9.864,4635.37815,14914.272168,
"10302003: Ward 3",3540.357189,154.027097,14.81321,3920.316523,0,3699.989236,11329.503255,
"10302004: Ward 4",6638.593125,947.195434,75.41539,3741.910526,0,5978.743443,17381.857918,
"10302005: Ward 5",4161.66447,2016.628705,150.22624,1985.666475,1.096,3400.939782,11716.221672,
"10302006: Ward 6",4985.138562,2246.729614,98.0662,1966.683305,0,3941.912433,13238.530114,
"10302007: Ward 7",3005.166901,201.069824,30.25569,2021.165353,0,2757.038596,8014.696364,
"10302008: Ward 8",8009.622336,1693.538898,309.95858,5919.818265,0,8085.725337,24018.663416,
"10302009: Ward 9",1438.349277,174.668951,22.83589,1928.737324,0,2205.050414,5769.641856,
"10302010: Ward 10",5159.943458,1863.191309,65.88599,4320.228561,6.576,4490.404243,15906.229561,
"10302011: Ward 11",7785.497807,1255.647423,489.94814,4518.863753,0,6377.828292,20427.785415,
"10302012: Ward 12",2793.54521,1605.68232,69.73562,951.89103,0,2123.25082,7544.105,
"10302013: Ward 13",3273.672203,259.596669,27.72891,2766.714926,0,4072.331851,10400.044559,
"10303001: Ward 1",4985.617094,662.433534,616.33082,3820.985792,1.096,5616.154122,15702.617362,
"10303002: Ward 2",8951.420605,997.843595,134.02808,5549.16391,6.576,8069.182117,23708.214307,
"10303003: Ward 3",4307.501502,1285.467523,165.70886,2130.345847,1.096,3578.717851,11468.837583,
"10303004: Ward 4",6287.770617,353.497795,100.14598,3814.655583,2.192,5240.093353,15798.355328,
"10303005: Ward 5",5427.590518,921.493287,56.76518,4696.62753,2.192,5425.406094,16530.074609,
"10304001: Ward 1",8110.199108,804.814359,98.13712,5624.945119,0,7478.427228,22116.522934,
