SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Population group"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Population group","Black African","Coloured","Indian or Asian","White","Other","Unspecified","Total",
"South Africa by 2011 Electoral Wards",
"41802002: Ward 2",17278.250186,2786.433166,47.15433,2410.848194,40.3461,36.9002,22599.932176,
"41802003: Ward 3",20450.905946,1844.797542,50.031506,2599.735984,34.37633,41.2414,25021.088708,
"41802004: Ward 4",17635.483808,467.392622,13.17091,1512.592276,7.31682,16.2795,19652.235936,
"41803001: Ward 1",14035.60149,138.006676,34.80339,16.868592,3.40936,5.4265,14234.116008,
"41803002: Ward 2",16604.05341,70.632128,10.69942,1.19654,10.38028,7.5971,16704.558878,
"41803003: Ward 3",20094.090486,73.288374,14.28904,11.274052,1.1271,14.1089,20208.177952,
"41803004: Ward 4",11342.902238,75.63101,61.900406,3828.274484,41.98671,10.853,15361.547848,
"41803005: Ward 5",36544.980728,490.94501,4.549444,2957.405952,12.09951,32.559,40042.539644,
"41803006: Ward 6",15688.646154,350.61068,28.400862,5.704406,5.9827,19.5354,16098.880202,
"41803007: Ward 7",15492.854012,205.890682,12.81981,9.91618,11.58564,3.2559,15736.322224,
"41803008: Ward 8",11563.3819,369.77654,28.70103,2560.265674,38.8112,39.06655,14600.002894,
"41804001: Ward 1",31077.992174,176.154318,53.38226,2406.506162,15.8176,46.6679,33776.520414,
"41804002: Ward 2",33139.725324,98.79318,27.02102,29.265358,10.36321,2.1706,33307.338692,
"41804003: Ward 3",36001.129992,254.987832,57.55788,9148.917728,66.6471,114.01453,45643.255062,
"41804004: Ward 4",42495.292106,126.715678,28.40456,250.400746,23.68441,96.31466,43020.81216,
"41804005: Ward 5",34629.145154,82.19821,28.228766,97.55759,57.24857,29.3031,34923.68139,
"41804006: Ward 6",30161.64813,59.131254,10.51874,6.811,13.70313,56.4356,30308.247854,
"41804007: Ward 7",38070.500346,44.778766,16.96342,14.472394,30.06394,79.7859,38256.564766,
"41804008: Ward 8",19832.21945,511.428876,284.798588,9408.704176,20.094,22.7913,30080.03639,
"41804009: Ward 9",15135.874832,361.031276,96.470828,19064.415118,22.71543,98.76069,34779.268174,
"41804010: Ward 10",30034.825748,197.452538,44.04879,3023.193952,5.59412,19.5354,33324.650548,
"41804011: Ward 11",11656.343182,20274.918052,85.492482,23.458582,37.82332,108.53,32186.565618,
"41804012: Ward 12",68496.965936,179.42007,26.41255,102.214114,25.73964,218.34144,69049.09375,
"41804013: Ward 13",33040.80581,63.115332,19.78165,6.616424,9.10098,56.4356,33195.855796,
"41804014: Ward 14",37944.578296,83.895736,27.90191,17.042006,10.20134,28.2178,38111.837088,
"41804015: Ward 15",36562.852104,89.161138,14.2196,5.507076,8.0847,67.2886,36747.113218,
"41804016: Ward 16",40099.818822,125.07239,33.969796,17.59218,13.73192,59.6915,40349.876608,
"41804017: Ward 17",30720.559828,50.087458,33.75988,26.173906,4.48758,57.5209,30892.589552,
"41804018: Ward 18",39441.252998,62.25891,18.50768,7.86677,2.3044,8.6824,39540.873158,
"41804019: Ward 19",41090.668522,14.782762,27.64694,11.058236,17.06276,82.4828,41243.70202,
"41804020: Ward 20",45730.592286,48.32156,33.40676,7.495096,2.3044,59.6915,45881.811602,
"41804021: Ward 21",38094.80413,68.816592,25.705626,13.397562,10.42673,27.1325,38240.28314,
"41804022: Ward 22",30203.60876,83.449548,18.8255,16.517696,16.5713,10.853,30349.825804,
"41804023: Ward 23",24709.90221,97.845732,8.20971,89.099846,5.36798,18.75048,24929.175958,
"41804024: Ward 24",40598.845104,212.977082,24.19299,1701.178782,16.46328,319.37427,42873.031508,
"41804025: Ward 25",26324.483796,182.097972,49.972224,10060.556164,34.71151,43.412,36695.233666,
"41804026: Ward 26",31408.193386,60.257588,10.62998,14.927506,6.79356,74.8857,31575.68772,
"41804027: Ward 27",11375.92919,686.353036,177.63544,15392.935258,27.57393,56.4356,27716.862454,
"41804028: Ward 28",31473.483608,70.308996,26.76735,208.887344,5.47584,47.7532,31832.676338,
"41804029: Ward 29",26856.704324,59.574088,18.25812,25.092264,17.29058,77.0563,27053.975676,
"41804030: Ward 30",31549.217622,30.945046,21.909746,4.42189,11.36982,69.43302,31687.297144,
"41804031: Ward 31",29740.16333,85.049764,9.09723,14.89924,30.79869,44.61475,29924.623004,
"41804032: Ward 32",18669.261666,611.22876,275.3796,17151.502436,49.96521,67.2886,36824.626272,
"41804033: Ward 33",10778.566464,347.10359,93.484598,14272.213374,45.27274,24.9619,25561.602666,
"41804034: Ward 34",14213.213654,537.385316,456.233922,19394.973736,60.30609,60.7768,34722.889518,
"41804035: Ward 35",18617.82295,291.645524,23.42033,12277.444842,27.60885,22.7913,31260.733796,
"41804036: Ward 36",29288.620282,282.418182,114.738854,15736.11736,25.63421,78.18344,45525.712328,
"41805001: Ward 1",20968.180522,67.779668,21.83211,3.29479,18.48929,49.9238,21129.50018,
"41805002: Ward 2",13524.703198,108.012612,45.45208,3780.547678,8.29607,7.5971,17474.608738,
"41805003: Ward 3",20250.90964,41.579828,19.76859,5.5808,3.47505,18.4501,20339.764008,
"41805004: Ward 4",21582.52622,63.233366,14.15016,100.321428,7.94714,7.5971,21775.775414,
"41805005: Ward 5",21075.979352,66.792896,20.634,13.241552,3.33992,15.1942,21195.18192,
"41805006: Ward 6",18672.744594,95.336568,2.342346,4.49798,17.47084,29.3031,18821.695428,
"41805007: Ward 7",17186.677692,64.28156,14.149626,46.352,15.87082,2.1706,17329.502298,
"41805008: Ward 8",20130.52091,79.226222,2.39308,634.098038,13.36896,45.5826,20905.18981,
"41805009: Ward 9",22646.988538,162.745304,11.69271,20.50943,39.16091,0,22881.096892,
"41805010: Ward 10",37233.3649,287.191588,26.54341,2551.94934,5.37756,130.236,40234.662798,
"41805011: Ward 11",24997.78027,298.757406,12.444632,5.548772,24.70028,17.3648,25356.59616,
"41805012: Ward 12",5468.633138,98.981234,37.286268,8528.339524,24.74099,22.7913,14180.772454,
"41901001: Ward 1",14963.241522,68.88328,104.746378,1334.448056,35.62386,11.9383,16518.881396,
"41901002: Ward 2",22235.008352,69.901258,37.309006,439.04529,13.90553,13.0236,22808.193036,
"41901003: Ward 3",33508.26614,165.20587,5.85938,2239.54321,1.34439,28.2178,35948.43679,
"41901004: Ward 4",15475.174374,103.17899,16.673486,1141.195068,4.62804,24.9619,16765.811858,
"41901005: Ward 5",9523.985432,3.437418,8.37578,0,2.20907,9.7677,9547.7754,
"41901006: Ward 6",16551.993274,135.804484,101.029044,3888.26353,35.2393,0,20712.329632,
"41901007: Ward 7",20317.12382,73.163984,13.68172,2.21282,11.37949,2.1706,20419.732434,
"41901008: Ward 8",15570.131968,36.328454,5.84382,6.6317,8.19177,0,15627.127712,
"41901009: Ward 9",29162.75314,82.446896,104.310896,3825.68377,20.94697,16.2795,33212.421172,
"41901010: Ward 10",3478.788568,1720.357976,456.552636,2552.76953,6.58958,6.5118,8221.57009,
"41901011: Ward 11",20206.775528,86.673158,8.03582,3.358626,3.36798,14.1089,20322.320012,
"41901012: Ward 12",16934.664704,77.882334,1.145806,6.763516,0,2.1706,17022.62696,
"41901013: Ward 13",14094.389,32.684614,1.10786,1.19654,1.1271,8.6824,14139.187514,
"41901014: Ward 14",18578.273818,95.992552,8.44995,1.08572,7.94497,16.2795,18708.02651,
"41901015: Ward 15",33350.678712,291.685778,1017.739708,6487.62385,77.66093,55.3503,41280.739278,
"41901016: Ward 16",22116.53239,212.184562,5.6494,23.78455,20.06647,3.2559,22381.473272,
"41901017: Ward 17",4487.126948,6.763702,0,0,1.1271,13.0236,4508.04135,
"41901018: Ward 18",7386.913062,21.902014,0,3.36206,0,2.1706,7414.347736,
"41902001: Ward 1",17503.558938,63.460464,12.58978,4.44778,0,15.1942,17599.251162,
"41902002: Ward 2",15787.395588,71.050028,12.64172,4.399216,6.84086,7.5971,15889.924512,
"41902003: Ward 3",11632.731354,3857.96352,130.173324,4934.905794,13.50363,16.27084,20585.548462,
"41902004: Ward 4",17298.997212,50.973982,11.68764,19.323924,10.69942,17.3648,17409.046978,
"41902005: Ward 5",19603.742386,28.32313,14.04322,14.41202,3.40936,16.2795,19680.209616,
"41902006: Ward 6",12823.939896,103.269596,14.59619,3552.247738,6.92579,70.5445,16571.52371,
"41902007: Ward 7",15348.70178,22.96792,4.71672,15.46432,4.67534,5.4265,15401.95258,
"41902008: Ward 8",15806.124356,55.278188,5.76106,16.87692,9.2369,33.6443,15926.921724,
"41902009: Ward 9",6289.313344,66.015814,39.629662,4452.374304,7.89477,26.02096,10881.248854,
"41902010: Ward 10",2032.829166,78.123384,135.504896,8796.008312,43.78196,20.69113,11106.938848,
"41902011: Ward 11",28361.28726,63.248294,6.401594,2371.602238,9.41073,40.1561,30852.106216,
"41902012: Ward 12",23764.710748,39.324644,36.36453,423.761756,13.71564,5.4265,24283.303818,
"41902013: Ward 13",10847.026688,26.235754,6.84086,5.605108,1.19654,3.2559,10890.16085,
"41902014: Ward 14",21137.118944,92.363996,113.352416,2001.333072,15.98917,132.4066,23492.564198,
"41902015: Ward 15",17257.437498,118.94141,22.55234,1949.552292,6.55702,46.6679,19401.70846,
"41902016: Ward 16",13618.643824,107.79525,145.078122,1637.581466,13.27532,32.559,15554.932982,
"41902017: Ward 17",20005.383446,252.183478,14.94105,539.676642,13.17924,17.3648,20842.728656,
"41902018: Ward 18",12644.303368,333.549536,109.396456,7760.055762,21.09618,108.53,20976.931302,
"41902019: Ward 19",20486.471012,55.862566,19.43745,5.64057,11.46225,9.7677,20588.641548,
"41902020: Ward 20",15875.277752,110.39878,45.32432,1834.801104,34.73086,3.2559,17903.788716,
"41903001: Ward 1",24004.425822,44.607312,37.313124,1977.648452,8.27393,59.6915,26131.96014,
"41903002: Ward 2",14424.877232,34.89915,26.43341,459.69365,8.30634,3.2559,14957.465682,
"41903003: Ward 3",21254.028672,65.705696,13.828372,155.03183,7.8275,209.4629,21705.88497,
"41903004: Ward 4",15243.179236,57.042776,39.37223,2033.23915,21.29728,13.0236,17407.154272,
"41903005: Ward 5",21979.018324,29.275532,15.872774,1093.467936,8.1271,47.7532,23173.514866,
"41903006: Ward 6",19371.5302,147.055344,24.312254,5372.440706,53.6019,48.8385,25017.778904,
"41903007: Ward 7",19608.048888,77.77003,19.12121,2434.075688,14.86119,32.559,22186.436006,
"41903008: Ward 8",16450.820576,40.18757,5.75514,11.22137,8.2871,29.3031,16545.574856,
"41903009: Ward 9",19364.919628,40.516926,5.75731,3.47505,8.08095,10.853,19433.602864,
"41904001: Ward 1",32400.693066,74.134764,5.91326,146.067028,13.71632,19.5354,32660.059838,
"41904002: Ward 2",27409.54712,33.487504,17.82421,19.549188,8.90191,45.715,27535.024932,
"41904003: Ward 3",20178.121812,50.421378,45.274422,2187.586912,9.37578,31.4737,22502.254004,
"41904004: Ward 4",24105.323458,79.678822,3.16394,144.970264,3.4788,14.1089,24350.724184,
"41904005: Ward 5",24286.935916,182.249184,3.50094,3.21112,1.08572,5.4265,24482.40938,
"41904006: Ward 6",21198.621914,39.715962,94.841616,2090.20098,3.4315,74.8857,23501.697672,
"41904007: Ward 7",27350.22579,51.727172,310.408986,56.187946,10.39545,16.796,27795.741344,
"41904008: Ward 8",18335.675314,4.583224,3.2209,3.276296,3.17057,6.2274,18356.153704,
"41904009: Ward 9",36397.928594,27.518002,6.28863,19.945006,1.04008,11.4169,36464.137212,
"41904010: Ward 10",32909.145636,17.558386,2.12831,12.647266,2.13049,21.7959,32965.405988,
"41904011: Ward 11",28118.62805,24.828752,4.2209,10.346206,1,69.5393,28228.563208,
"41904012: Ward 12",45085.163792,39.116862,3.13049,16.457258,12.69253,26.9854,45183.546332,
"41904013: Ward 13",28161.918226,18.900192,8.4213,2.185886,7.48188,46.7055,28245.612984,
"41904014: Ward 14",31177.356796,19.189334,2.13049,12.01766,0,12.4548,31223.14908,
"41904015: Ward 15",37010.475562,18.86371,2.12831,7.32871,1.04008,22.8338,37062.670172,
"41904016: Ward 16",30911.929576,42.386578,3.08016,10.51171,7.48188,42.5539,31017.943804,
"41904017: Ward 17",30602.877508,11.36225,9.35571,16.583856,4.21065,46.7055,30691.095474,
"41904018: Ward 18",26077.156498,17.323786,9.613782,4.266046,4.26098,19.7201,26132.341192,
"41904019: Ward 19",29080.051214,25.890948,4.247946,8.37097,0,25.9475,29144.508578,
"41904020: Ward 20",27611.98594,22.089676,3.16621,12.781842,0,7.2653,27657.288968,
"41904021: Ward 21",36001.943336,34.724596,25.001598,37.50796,7.58254,38.4023,36145.16233,
"41904022: Ward 22",32114.43991,186.043914,548.806426,9029.595574,52.14156,52.06609,41983.093474,
"41904023: Ward 23",30274.859686,21.112356,12.026886,3.12024,6.39147,26.9854,30344.496038,
"41904024: Ward 24",48868.088518,38.796342,18.300518,12.685166,8.52196,8.3032,48954.695704,
"41904025: Ward 25",25248.313616,39.929044,13.634218,3.29769,5.47497,43.2649,25353.914438,
"41904026: Ward 26",20899.335052,13.165646,1.09041,4.316376,5.2004,38.4023,20961.510184,
"41904027: Ward 27",29987.544836,63.063444,6.21572,11.4788,27.90935,27.1325,30123.34465,
"41904028: Ward 28",34980.862526,62.138066,95.339918,34.325312,8.50832,72.47835,35253.652492,
"41904029: Ward 29",30307.74156,63.28667,10.0213,10.16908,12.48228,100.4442,30504.14509,
"41904030: Ward 30",19375.097188,24.326598,3.16839,5.24637,9.71303,10.379,19427.930576,
"41904031: Ward 31",25600.334596,25.798398,3.18082,5.09041,3.27123,1.0379,25638.713354,
"41904032: Ward 32",26231.471956,25.42834,6.76609,31.804874,2.39308,25.9475,26323.81184,
"41904033: Ward 33",40524.430742,29.405288,109.36372,24.36148,15.44699,33.9712,40736.97942,
"41904034: Ward 34",29951.218708,55.639502,11.377808,26.306988,11.38614,1.0853,30057.014446,
"41904035: Ward 35",22531.684598,4.15814,0,12.582326,2.13049,11.4169,22561.972454,
"41905001: Ward 1",2821.135328,12.78606,7.9827,1128.790806,7.99227,5.4265,3984.113664,
"41905002: Ward 2",16608.845798,26.699626,18.178514,22.274664,28.01431,0,16704.012912,
"41905003: Ward 3",7331.27665,50.110224,52.15626,2711.31609,13.79471,11.9383,10170.592234,
"41905004: Ward 4",18305.178028,74.370556,17.505466,5.821146,21.08477,6.5118,18430.471766,
"41905005: Ward 5",24799.77738,33.673602,1,1132.199202,2.68878,27.1325,25996.471464,
"41905006: Ward 6",10589.882774,10.79867,22.01079,6.69823,15.09832,1.0853,10645.574084,
"41905007: Ward 7",17591.113542,79.015972,57.69902,2456.301168,43.38133,7.5971,20235.108132,
"41905008: Ward 8",37301.107418,97.671454,20.07618,2736.662798,8.61101,27.1325,40191.26136,
"41906001: Ward 1",17527.64141,2501.629286,14.63206,705.770452,16.09029,25.6206,20791.384098,
"41906002: Ward 2",17662.530148,390.828732,31.80456,1938.207468,78.99554,24.9619,20127.328348,
"41906003: Ward 3",18946.15558,197.798986,10.08992,664.97624,5.61468,32.559,19857.194406,
"41906004: Ward 4",17275.148132,161.586814,17.297202,90.694046,11.85458,69.4592,17626.039974,
"41906005: Ward 5",12447.192344,140.007782,12.642766,6.37676,13.90178,3.2559,12623.377332,
"41906006: Ward 6",10009.798846,140.985518,11.194978,4.399216,3.39012,1.0853,10170.853978,
"41906007: Ward 7",7683.352984,1863.855294,558.917494,5396.162896,99.19863,51.0091,15652.496398,
"41906008: Ward 8",14762.060554,1263.389962,41.745836,1983.200474,23.60005,7.5971,18081.593976,
"41906009: Ward 9",20782.345002,43.484198,8.186166,689.431348,7.32709,18.4501,21549.223904,
"42001001: Ward 1",19295.083516,37.96656,2.32364,19.04782,4.67534,41.2414,19400.338276,
"42001002: Ward 2",29799.859408,345.405488,105.294092,4712.623102,14.66789,42.3267,35020.17668,
"42001003: Ward 3",10551.169986,1080.314862,62.714178,12960.070102,11.84086,15.39916,24681.509148,
"42001004: Ward 4",8362.479758,131.15642,1.08572,125.546876,2.20907,0,8622.477844,
"42001005: Ward 5",16416.026038,57.189024,5.80244,7.9381,18.22325,4.3412,16509.520052,
"42001006: Ward 6",6662.920388,62.33634,5.71001,44.88764,11.32844,0,6787.182818,
"42001007: Ward 7",24331.99056,145.104302,3.52018,416.429826,14.69267,23.8766,24935.614138,
"42001008: Ward 8",16737.15199,64.669076,6.85635,6.920224,2.39308,6.5118,16824.50252,
"42001009: Ward 9",22319.812136,210.26691,21.13407,73.45849,7.67534,19.5354,22651.882346,
"42001010: Ward 10",16287.075278,86.079876,8.9103,75.608858,5.71672,1.0853,16464.476332,
"42001011: Ward 11",15809.410264,56.308836,4.78616,6.61547,6.68116,13.0236,15896.82549,
"42001012: Ward 12",15001.744818,48.813864,13.68231,11.50233,14.03934,14.1089,15103.891562,
"42001013: Ward 13",12241.010372,9524.821106,35.343606,37.536456,25.43893,17.3648,21881.51527,
"42001014: Ward 14",14254.688902,65.33002,0,4.463052,4.78616,16.2795,14345.547634,
"42001015: Ward 15",18854.648464,108.928782,6.715356,9.16053,12.71274,9.7677,19001.933572,
"42001016: Ward 16",6932.865042,425.001476,205.942452,10182.184214,95.38024,23.8766,17865.250024,
"42001017: Ward 17",3015.24286,453.149758,219.033234,13843.769102,44.36206,29.3031,17604.860114,
"42001018: Ward 18",21474.531086,136.098378,4.684692,8.00868,23.54975,19.5354,21666.407986,
"42001019: Ward 19",19592.032534,145.401784,10.112186,7.82564,21.06046,8.6824,19785.115004,
"42001020: Ward 20",20392.44655,108.66919,20.63642,10.897196,10.47778,10.853,20553.980136,
"42001021: Ward 21",20238.92947,74.676112,25.82073,3.380766,27.58192,22.7913,20393.180298,
"42001022: Ward 22",23248.718778,166.572222,9.46672,1058.195574,17.71707,87.9093,24588.579664,
"42001023: Ward 23",19652.071734,113.21547,3.2559,3307.038386,1.08197,45.2933,23121.95676,
"42001024: Ward 24",27656.372682,187.640578,36.2257,723.227284,9.34439,64.01274,28676.823374,
"42001025: Ward 25",18345.24562,439.677258,27.9424,6520.79676,60.9247,85.7387,25480.325438,
"42003001: Ward 1",27974.581598,4609.193676,28.133496,3037.32971,16.22047,42.3267,35707.78565,
"42003002: Ward 2",16669.600012,85.297896,11.60113,9.96421,29.10668,8.6824,16814.252328,
"42003003: Ward 3",12867.41371,368.406608,67.638516,5301.379328,58.79576,64.0327,18727.666622,
"42003004: Ward 4",9752.087242,44.979254,0,0,3.52018,0,9800.586676,
"42003005: Ward 5",16058.35632,85.597204,6.86142,1.1271,7.92283,9.7677,16169.632574,
"42003006: Ward 6",7903.645454,68.284372,2.28184,883.66691,0,15.1942,8873.072776,
"42003007: Ward 7",20147.25702,74.21112,5.71376,2.17144,6.93244,14.1089,20250.39468,
"42003008: Ward 8",25042.54878,222.75098,48.52194,1148.43855,21.98944,33.74859,26517.99828,
"42003009: Ward 9",18296.524382,79.023294,17.758486,23.47604,4.58291,36.9002,18458.265312,
"42003010: Ward 10",12894.660982,184.851498,13.97497,68.807854,7.1098,4.3412,13173.746304,
"42003011: Ward 11",15941.48206,96.428334,17.51916,30.242244,17.45456,6.5118,16109.638158,
"42003012: Ward 12",17948.729722,91.255532,23.257,69.939636,10.38318,14.1089,18157.67397,
"42003013: Ward 13",1467.25939,123.828514,60.771436,13353.092968,31.02878,30.44628,15066.427368,
"42003014: Ward 14",14114.44989,1852.804352,20.67537,9.317084,11.3167,1.0853,16009.648696,
"42003015: Ward 15",15422.510796,50.162948,4.71672,5.679122,8.30634,28.2178,15519.593726,
"42003016: Ward 16",17097.600914,205.915408,12.62823,684.068008,26.82152,9.7677,18036.80178,
"42003017: Ward 17",13740.615628,39.759632,13.00382,5.49124,19.42863,13.0236,13831.32255,
"42003018: Ward 18",7769.133426,903.278422,34.057724,10257.162132,18.8663,92.2505,19074.748504,
"42003019: Ward 19",17425.981132,184.282956,31.229006,1235.245454,15.24095,22.7913,18914.770798,
"42003020: Ward 20",19317.069552,832.361408,27.33358,3888.044696,9.83851,48.8385,24123.486246,
"42004001: Ward 1",24392.769438,198.501966,43.439242,4163.357706,20.29646,64.0327,28882.397512,
"42004002: Ward 2",20564.518078,25.957034,4.40265,2.28226,4.71672,45.5826,20647.459342,
"42004003: Ward 3",19627.788778,24.714814,8.214226,6.695522,19.66442,37.9855,19725.06326,
"42004004: Ward 4",13201.834632,9.2385,5.9827,3.380766,27.02392,22.7913,13270.251818,
"42004005: Ward 5",15201.769302,37.671578,21.745124,3263.389784,22.07833,16.2795,18562.933618,
