SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Education level (grouped)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Education level (grouped)","No schooling","Some primary","Complete primary","Some secondary","Grade 12/Std 10","Higher","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"21504004: Ward 4",3963.804602,6940.152343,1211.322717,4213.897439,963.517042,493.498712,90.4292,3015.720248,20892.342303,
"21504005: Ward 5",2720.579287,6917.535871,1231.902076,3911.404932,854.024696,278.705589,189.7319,2749.30738,18853.191731,
"21504006: Ward 6",1845.87534,3905.605033,798.33963,3874.120267,2066.495819,713.23857,127.77722,1861.15849,15192.610369,
"21504007: Ward 7",5473.570727,7721.156982,1243.779591,3658.377617,827.346725,330.717568,92.05558,3291.126718,22638.131508,
"21504008: Ward 8",5696.68792,6519.672002,864.302635,3083.839622,586.607935,224.991767,151.51889,3035.744247,20163.365018,
"21504009: Ward 9",3718.045756,6266.297727,1045.166707,2996.978108,557.054466,190.414816,62.01867,2653.455808,17489.432058,
"21504010: Ward 10",6461.70797,8099.659001,1163.527982,3188.648749,770.30913,179.805607,62.94732,3867.772617,23794.378376,
"21504011: Ward 11",7992.331619,8683.94021,1036.292818,2596.278992,511.707457,126.849589,151.1251,3850.603158,24949.128943,
"21504012: Ward 12",8331.276623,9519.351813,1270.794894,3983.839501,643.041485,147.15445,207.85424,4490.156637,28593.469643,
"21504013: Ward 13",9675.93868,8143.599266,937.564257,2786.537133,575.598495,167.170074,449.94631,4332.570386,27068.924601,
"21504014: Ward 14",4008.404807,6784.835117,1000.57773,3348.939773,699.02281,241.437082,63.66808,2878.867054,19025.752453,
"21504015: Ward 15",3070.793305,4717.576035,622.055216,1674.651828,290.945031,77.353397,74.54394,1839.052681,12366.971433,
"21504016: Ward 16",5322.991417,6384.493805,933.260055,2865.463563,552.170194,156.201965,82.98361,2852.690036,19150.254645,
"21504017: Ward 17",8565.816334,7195.987129,638.155148,1795.884734,247.617469,79.224064,188.3396,3616.794545,22327.819023,
"21504018: Ward 18",7418.852967,7771.775537,962.169945,2754.434045,457.57877,154.308824,87.16237,3414.88135,23021.163808,
"21504019: Ward 19",5524.136107,9444.786686,1422.101655,5161.847694,1059.524062,376.39623,157.08718,3921.780122,27067.659736,
"21504020: Ward 20",5766.061088,9891.340319,1669.69841,5155.994379,944.117762,313.413525,106.93524,4352.469968,28200.030691,
"21505001: Ward 1",6317.339341,10125.540918,1647.011013,4948.938399,643.785431,177.327306,116.84548,4173.66733,28150.455218,
"21505002: Ward 2",6561.163034,8120.4622,1195.320537,3457.262655,559.287221,119.388027,75.75497,3908.218684,23996.857328,
"21505003: Ward 3",5139.425385,8478.28906,1371.826892,4377.924857,689.700778,123.999561,164.49301,3533.918798,23879.578341,
"21505004: Ward 4",4537.420168,9042.66,1705.589052,6147.069542,1040.371949,313.230873,167.53072,3845.999987,26799.872291,
"21505005: Ward 5",6505.820666,9165.537885,1367.454109,4105.209763,607.760943,78.760127,120.6601,3849.790466,25800.994059,
"21505006: Ward 6",7735.79659,10047.79922,1463.558252,4491.497664,665.950476,173.953495,122.27314,4536.470682,29237.299519,
"21505007: Ward 7",1504.656691,4739.293484,900.28774,4620.447727,1804.418098,994.899899,57.31192,2397.315838,17018.631397,
"21505008: Ward 8",3351.339145,7640.823047,1495.849358,5992.086873,1558.657307,350.081717,155.70283,3244.329226,23788.869503,
"21505009: Ward 9",3885.542462,7464.722691,1560.230652,6787.453206,2128.443884,611.664511,176.0805,3868.618734,26482.75664,
"21505010: Ward 10",3555.0093,8882.497857,1864.436758,7950.020306,2552.216886,846.15936,116.20877,3893.107419,29659.656656,
"21505011: Ward 11",2757.431112,7152.556546,1424.321659,7172.606821,2810.146779,892.048025,116.1038,3292.880766,25618.095508,
"21505012: Ward 12",3720.813232,6803.046927,1677.106329,8895.325133,3982.132282,1026.382645,102.06886,3409.103712,29615.97912,
"21505013: Ward 13",4425.491865,7752.344038,1900.223856,7496.029083,1856.446537,552.237519,104.4425,3458.133697,27545.349095,
"21505014: Ward 14",5112.409401,8347.397693,1645.941485,5375.240291,793.409099,251.721322,191.40626,3492.358846,25209.884397,
"21505015: Ward 15",5723.71941,9942.535088,1849.860603,7507.454313,1950.028264,644.589766,98.14876,4835.053591,32551.389795,
"21505016: Ward 16",5669.505095,8202.136763,1264.251973,4003.547758,719.386862,102.073591,84.8311,3908.054357,23953.787499,
"21505017: Ward 17",7470.493298,10631.83146,1709.976143,5561.877701,1098.003628,232.790461,147.02877,4717.082131,31569.083592,
"21505018: Ward 18",5969.219269,7842.052653,1085.876125,3546.750771,655.502081,175.44289,139.72894,3606.108583,23020.681312,
"21505019: Ward 19",8707.308939,10655.112519,1434.836305,4362.649508,714.742245,177.786518,218.84008,4654.726389,30926.002503,
"21505020: Ward 20",9004.411764,10534.11298,1429.033311,4470.497903,876.86613,149.790849,139.71432,4699.971348,31304.398605,
"21505021: Ward 21",3337.011152,6151.773052,1222.135641,4965.386582,1551.436814,532.238799,102.67722,2891.0003,20753.65956,
"21505022: Ward 22",7715.09864,9887.861309,1425.931509,3992.172454,605.270381,92.274852,80.1361,4233.487601,28032.232846,
"21505023: Ward 23",7584.417579,9316.846286,1192.354454,3585.684415,655.900752,184.438838,105.62628,4121.96893,26747.237534,
"21505024: Ward 24",4325.852542,7397.363375,1399.178687,4965.434662,855.619764,166.395187,149.82586,3168.201638,22427.871715,
"21505025: Ward 25",7836.455316,8218.658045,1063.735801,2813.77039,482.024775,131.893035,124.7882,3850.533825,24521.859387,
"21505026: Ward 26",10605.327014,10456.52469,1218.869932,4121.949244,903.839955,227.5276,126.73132,4880.330509,32541.100264,
"21505027: Ward 27",6788.756312,6834.247617,1124.343587,3069.141284,444.294569,86.094147,74.48437,3384.50688,21805.868766,
"21505028: Ward 28",6741.173444,8046.54946,1013.870885,3100.655041,511.174707,85.775822,102.73294,3651.279305,23253.211604,
"21505029: Ward 29",5295.343438,9611.433001,1758.305643,6317.286829,1545.253123,321.297275,178.73799,3938.254456,28965.911755,
"21505030: Ward 30",5127.265317,10555.974889,2280.39698,7852.908538,1699.512,404.178077,143.32464,4344.852205,32408.412646,
"21505031: Ward 31",4906.487366,9410.647282,1753.640321,6334.29254,1301.573109,479.807975,129.97302,3701.50089,28017.922503,
"21506001: Ward 1",6078.195131,8874.174798,1239.070251,3045.41998,324.899779,82.492184,123.09604,3542.205545,23309.553708,
"21506002: Ward 2",4469.221782,7609.807611,1528.747521,4917.749678,834.453127,187.58683,189.0352,3004.081309,22740.683058,
"21506003: Ward 3",4519.934162,7929.021885,1524.881415,6789.177136,1395.894843,501.0381,176.91265,3206.067308,26042.927499,
"21506004: Ward 4",3604.213033,7278.32305,1676.95984,5936.480345,1146.610137,311.799465,151.2611,2760.552321,22866.199291,
"21506005: Ward 5",3484.904071,6845.265459,1230.343541,4719.005193,757.720677,217.080047,125.30462,2774.937128,20154.560736,
"21506006: Ward 6",3729.352587,8340.519742,1662.47196,7256.506537,2887.432321,1858.298482,233.63287,3632.349041,29600.56354,
"21506007: Ward 7",3444.079877,5540.696438,1018.148223,4078.08546,813.113084,219.817059,77.39242,2283.967321,17475.299882,
"21506008: Ward 8",3535.914059,8099.128414,1431.403623,5020.845673,1073.528073,243.296248,123.24294,3535.948941,23063.307971,
"21506009: Ward 9",2247.208739,5516.243398,1140.230817,4658.822631,729.910822,363.371651,165.62041,2094.488595,16915.897063,
"21506010: Ward 10",3732.235693,7220.456,1182.252115,3870.440487,517.740667,191.934173,28.5853,2719.918238,19463.562673,
"21506011: Ward 11",5649.50282,7628.507189,1168.531482,3385.469483,599.699439,255.268378,66.38715,3167.94501,21921.310951,
"21506012: Ward 12",5717.247373,9622.520174,1407.139161,4115.409208,808.740882,288.201833,200.82942,3748.744854,25908.832905,
"21506013: Ward 13",6230.466321,10611.314832,1480.547633,3770.98484,547.060756,115.740429,83.61353,3968.43701,26808.165351,
"21506014: Ward 14",3682.315952,8242.054117,1717.528066,6106.612579,1243.83787,593.361112,116.4255,3356.143808,25058.279004,
"21506015: Ward 15",2358.43778,6396.111852,1307.789904,6122.889832,1970.247397,1217.834003,163.03215,2845.869009,22382.211927,
"21506016: Ward 16",4890.929234,8079.480824,1455.925248,4253.102249,525.424301,215.93143,94.89611,3178.298485,22693.987881,
"21506017: Ward 17",4864.301552,8683.580079,1783.092097,5998.521374,1078.905202,362.048868,117.28052,3548.743572,26436.473264,
"21506018: Ward 18",3920.375234,7755.096662,1665.442404,6524.618191,976.282968,484.370955,177.94598,3054.968541,24559.100935,
"21506019: Ward 19",2366.899342,7596.354967,1802.828801,6679.119241,1030.774374,482.628431,83.37188,2952.79843,22994.775466,
"21506020: Ward 20",3120.043502,6827.600212,1689.990038,5178.449091,788.709038,687.515094,169.64948,2625.859317,21087.815772,
"21506021: Ward 21",3048.674034,6668.274003,1223.195933,4329.606462,801.625297,419.272732,99.97897,2639.797183,19230.424614,
"21506022: Ward 22",5085.746179,8066.18137,1372.633523,3104.171364,300.361753,133.026216,133.5176,2685.502674,20881.140679,
"21506023: Ward 23",4623.214728,8406.838702,1452.437755,4929.3674,617.22896,223.627482,139.36887,3109.098301,23501.182198,
"21506024: Ward 24",6522.172685,7968.826177,1294.546753,3721.840972,445.172223,88.337936,98.1813,3461.264893,23600.342939,
"21506025: Ward 25",4461.286998,8616.487579,1374.034555,5684.088441,1246.861516,346.576119,111.62744,3422.337544,25263.300192,
"21506026: Ward 26",2264.199892,5856.722191,1248.246002,4749.079223,864.69146,275.878642,84.91996,2372.931733,17716.669103,
"21507001: Ward 1",3705.190957,7807.064164,1993.124291,10968.640252,4309.301886,2650.204119,233.54009,4504.789278,36171.855037,
"21507002: Ward 2",2512.4534,6755.746866,1684.634499,12435.847752,6818.48459,3053.889762,303.05812,3960.222656,37524.337645,
"21507003: Ward 3",1976.383124,5832.09321,1336.827593,10463.793471,5708.835655,2228.072594,154.83032,3236.615853,30937.45182,
"21507004: Ward 4",915.893567,5477.220116,1019.777119,6841.476123,4373.57134,3353.569155,175.78893,2843.403456,25000.699806,
"21507005: Ward 5",513.096304,1968.168831,443.391251,2447.814435,6756.316019,3408.280464,146.11401,5121.973658,20805.154972,
"21507006: Ward 6",1371.759629,4321.024677,990.925313,6207.311134,6447.49428,7335.751805,426.34702,3896.277712,30996.89157,
"21507007: Ward 7",285.443239,966.782467,216.04586,1397.613944,966.331267,1124.108363,88.79942,457.84075,5502.96531,
"21507008: Ward 8",3398.873501,6554.244168,1452.550294,7718.382452,5343.049786,4290.789256,2257.08617,5940.23068,36955.206307,
"21507009: Ward 9",2592.136476,6103.179162,1447.634593,7338.265568,3636.502191,1777.765506,155.93745,3831.748428,26883.169374,
"21507010: Ward 10",5054.99965,9748.146484,2029.739408,8658.777784,1961.649252,638.36118,86.15218,4294.6426,32472.468538,
"21507011: Ward 11",2645.326334,8553.399717,1771.204354,10752.114318,7011.213281,2828.821482,178.6649,5827.710064,39568.45445,
"21507012: Ward 12",1984.865998,7053.008412,1411.387194,8709.672172,3160.813116,1542.661829,67.26893,3286.122186,27215.799837,
"21507013: Ward 13",2934.544635,7482.779701,1613.251322,7718.18716,3887.497604,3571.120391,186.95005,3405.351973,30799.682836,
"21507014: Ward 14",4724.784659,10192.435273,2350.128873,9344.020644,2009.071055,686.86256,143.93667,4327.552239,33778.791973,
"21507015: Ward 15",6941.629154,11518.951496,2268.427385,7489.796822,1249.888017,402.470989,187.9393,4587.153448,34646.256611,
"21507016: Ward 16",7936.022204,12298.496663,2477.065515,8904.090682,1646.153744,440.99303,181.59161,5304.849989,39189.263437,
"21507017: Ward 17",10271.350283,13252.834724,2241.490468,6119.087473,714.519976,190.653511,328.47767,5292.749028,38411.163133,
"21507018: Ward 18",10863.03503,14813.308279,2510.879148,7207.321666,962.459826,264.772172,101.5689,5487.386625,42210.731646,
"21507019: Ward 19",9873.767662,12565.036736,2235.182983,8168.662259,1448.221595,387.841307,152.30809,5147.0411,39978.061732,
"21507020: Ward 20",12135.531231,14798.815523,2141.190235,6838.036562,1018.783836,254.916645,256.70864,6052.946974,43496.929646,
"21507021: Ward 21",12720.581684,14218.940271,2212.564018,6372.271019,1130.348011,301.283091,374.44982,5851.397584,43181.835498,
"21507022: Ward 22",11650.111542,15068.374465,2256.765544,7214.902289,1140.13399,329.78841,219.73181,5944.423323,43824.231373,
"21507023: Ward 23",10368.07188,15409.454317,2631.334323,9368.196178,1825.326555,596.976037,257.07888,6492.041216,46948.479386,
"21507024: Ward 24",15912.601431,13323.506397,1566.214029,4829.835016,871.340087,377.153273,193.74879,6568.201166,43642.600189,
"21507025: Ward 25",18551.318963,17881.968371,2088.866526,6248.860888,1066.225554,306.604236,327.92038,7825.308311,54297.073229,
"21507026: Ward 26",9729.486812,14302.620014,2294.437193,7597.050917,1416.971267,267.968535,141.15637,5625.437538,41375.128646,
"21507027: Ward 27",12412.379673,13814.45391,1839.788101,5175.163457,816.977438,180.555073,345.1795,5916.552657,40501.049809,
"21507028: Ward 28",8253.995312,12585.429422,2032.320477,7094.385695,1398.765202,575.440179,227.64409,5048.219351,37216.199728,
"21507029: Ward 29",6858.396544,12482.485639,2348.356098,9032.300374,2990.438097,1376.971876,211.15356,5062.107156,40362.209344,
"21507030: Ward 30",3346.713721,8404.268286,1908.430006,10517.111453,5313.590668,1887.726454,222.57928,4418.738305,36019.158173,
"21507031: Ward 31",8433.384418,11597.572135,2273.848438,7784.848765,1226.726995,272.14439,185.63512,4962.26426,36736.424521,
"21507032: Ward 32",9502.471954,11944.4598,2321.940567,9537.361123,2167.964216,761.536616,179.5125,5554.850264,41970.09704,
"21507033: Ward 33",3875.985624,9364.561393,2084.847799,10743.573177,3705.609943,1197.454387,219.53215,4333.012686,35524.577159,
"21507034: Ward 34",6971.340361,11317.646639,2005.146491,6489.634226,1179.065723,307.987835,237.75126,4531.512668,33040.085203,
"21507035: Ward 35",4684.758053,10753.263853,2541.550693,11037.14237,2629.353776,706.580789,284.35437,4548.44958,37185.453484,
"24401001: Ward 1",591.249425,2972.329802,619.832334,3584.034023,1785.976096,1474.851341,595.70334,1698.143729,13322.12009,
"24401002: Ward 2",3300.3203,10067.564503,2316.058102,9172.994209,2577.333643,1152.263546,305.63969,4264.101642,33156.275635,
"24401003: Ward 3",3264.597673,8114.918113,1772.91286,5297.230076,849.059035,284.634884,127.70741,3048.920196,22759.980247,
"24401004: Ward 4",3863.523549,9677.013495,1918.440743,5161.855138,622.01693,151.572429,164.11923,3335.652251,24894.193765,
"24401005: Ward 5",4341.983166,11576.753775,2043.934768,4605.059621,579.350633,248.874216,132.71406,3765.274657,27293.944896,
"24401006: Ward 6",2317.025576,6122.543797,1417.542809,4917.716271,1121.787284,341.587098,162.90893,2460.072115,18861.18388,
"24401007: Ward 7",7538.2965,17390.670678,3365.223696,8431.546495,769.991068,393.00005,731.80924,5834.795089,44455.332816,
"24401008: Ward 8",3048.137086,10284.22171,2261.742329,7142.888764,1013.301122,274.686549,168.22776,3867.972976,28061.178296,
"24401009: Ward 9",3618.585137,9243.225245,1672.877037,3586.848991,444.537227,171.620723,793.21609,3002.574304,22533.484754,
"24401010: Ward 10",2061.112095,6783.705257,1327.460874,5022.658009,1003.238957,378.168155,42.88717,2351.060154,18970.290671,
"24401011: Ward 11",5621.513685,13904.714456,2901.964585,7576.335341,937.994919,279.150531,274.12727,4858.72541,36354.526197,
"24401012: Ward 12",3289.989127,7895.876707,1629.864189,4284.242345,739.743922,247.246619,297.4724,2708.207014,21092.642323,
"24401013: Ward 13",5267.049529,10871.247146,2236.809595,5523.060349,719.580254,277.804432,204.94506,3694.008851,28794.505216,
"24401014: Ward 14",3589.387125,7463.881782,1445.650376,3775.4979,451.273773,230.980275,542.20461,3007.539884,20506.415725,
"24401015: Ward 15",2903.282063,8654.813599,1734.459389,4898.970942,583.654919,280.093538,197.5133,2782.70485,22035.4926,
"24401016: Ward 16",5067.724906,11365.14072,2329.741226,5767.068901,662.293256,307.557065,187.59988,3816.872736,29503.99869,
"24401017: Ward 17",1998.517645,7440.017597,1533.791966,5597.502393,849.438892,340.359072,48.80586,2411.087276,20219.520701,
"24401018: Ward 18",2483.917295,8159.775555,1724.890641,4723.440315,663.54988,267.339548,47.90364,2763.030595,20833.847469,
"24401019: Ward 19",796.287998,2396.498101,620.94582,3298.478416,2109.520828,1514.783268,216.76574,1136.538639,12089.81881,
"24401020: Ward 20",2056.102402,6421.953577,1504.815511,6446.980902,2561.111856,906.620733,197.18102,2960.085518,23054.851519,
"24401021: Ward 21",2825.423125,7658.477021,1389.48552,4239.81181,518.46233,347.798847,81.29482,3371.299251,20432.052724,
"24401022: Ward 22",1242.362294,5172.28982,955.203915,2879.412127,377.117592,215.068424,18.34794,1565.63121,12425.433322,
"24401023: Ward 23",2470.377846,7547.737579,1536.844888,3755.937541,500.502588,217.329661,34.04857,2406.181524,18468.960197,
"24401024: Ward 24",2884.706728,7795.374069,1514.266824,4674.19851,622.085551,243.369571,104.4409,2448.613918,20287.056071,
"24401025: Ward 25",2054.93555,6574.238986,1361.829705,4372.799492,779.236354,243.655289,86.41564,2454.823532,17927.934548,
"24401026: Ward 26",2866.544107,7545.538847,1415.703842,4384.399973,1360.675176,599.87306,131.05247,2700.43123,21004.218705,
"24402001: Ward 1",3131.544529,8274.603981,1632.346347,5379.941986,882.841967,269.001209,147.06802,3093.288634,22810.636673,
"24402002: Ward 2",3773.935878,7564.116769,1289.690402,3657.384263,444.550345,130.982968,135.6709,3050.681316,20047.012841,
"24402003: Ward 3",3636.169863,9314.040947,1596.602691,5183.732036,895.660739,361.128946,197.03244,3720.697524,24905.065186,
"24402004: Ward 4",3231.752136,8281.235058,1528.353819,4742.981788,773.659905,363.84731,147.41452,3156.68141,22225.925946,
"24402005: Ward 5",2484.462461,7148.510256,1429.989921,3860.628741,582.877347,196.445773,82.29592,2869.817819,18655.028238,
"24402006: Ward 6",2485.059995,8032.828615,1649.783165,3810.985397,380.678666,197.808933,127.88187,2879.658597,19564.685238,
